sid,name,season,file_path,observation_count,first_time,last_time
1907313N12062,UNNAMED,1907.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,34,1907-11-09 00:00:00.000040192+00:00,1907-11-13 03:00:00.000040192+00:00
1907316N10087,UNNAMED,1907.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1907-11-12 00:00:00.000040192+00:00,1907-11-15 03:00:00.000040192+00:00
1907319N16134,UNNAMED,1907.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,16,1907-11-14 16:00:00.000026880+00:00,1907-11-16 04:00:00.000026880+00:00
1907328N09096,UNNAMED,1907.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,18,1907-11-24 00:00:00.000040192+00:00,1907-11-26 03:00:00.000040192+00:00
1907344S12045,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,65,1907-12-10 00:00:00.000040192+00:00,1907-12-18 00:00:00.000040192+00:00
1907345S11046,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,81,1907-12-11 06:00:00.000040192+00:00,1907-12-21 06:00:00.000040192+00:00
1907345S19052,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,33,1907-12-11 00:00:00.000040192+00:00,1907-12-15 00:00:00.000040192+00:00
1907355S18052,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,53,1907-12-20 18:00:00.000040192+00:00,1907-12-27 06:00:00.000040192+00:00
1908001S12062,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,57,1908-01-01 06:00:00.000040192+00:00,1908-01-08 06:00:00.000040192+00:00
1908007S13140,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1908-01-06 23:00:00.000053760+00:00,1908-01-10 23:00:00.000053760+00:00
1908009S13062,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1908-01-09 00:00:00.000040192+00:00,1908-01-14 00:00:00.000040192+00:00
1908032S12057,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,153,1908-02-01 06:00:00.000040192+00:00,1908-02-20 06:00:00.000040192+00:00
1908032S14071,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,81,1908-02-01 06:00:00.000040192+00:00,1908-02-11 06:00:00.000040192+00:00
1908032S14431,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,61,1908-01-31 18:00:00.000040192+00:00,1908-02-08 06:00:00.000040192+00:00
1908040S13056,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,145,1908-02-09 00:00:00.000040192+00:00,1908-02-27 00:00:00.000040192+00:00
1908040S15069,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,57,1908-02-09 00:00:00.000040192+00:00,1908-02-16 00:00:00.000040192+00:00
1908043S14065,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,89,1908-02-12 00:00:00.000040192+00:00,1908-02-23 00:00:00.000040192+00:00
1908052S13066,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,105,1908-02-21 06:00:00.000040192+00:00,1908-03-05 06:00:00.000040192+00:00
1908067N24300,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,27,1908-03-06 12:00:00.000040192+00:00,1908-03-09 18:00:00.000040192+00:00
1908072S18150,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,21,1908-03-11 23:00:00.000053760+00:00,1908-03-13 23:00:00.000053760+00:00
1908101S09051,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,17,1908-04-10 00:00:00.000040192+00:00,1908-04-12 00:00:00.000040192+00:00
1908102S07053,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,21,1908-04-10 18:00:00.000040192+00:00,1908-04-13 06:00:00.000040192+00:00
1908102S07054,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,33,1908-04-11 06:00:00.000040192+00:00,1908-04-15 06:00:00.000040192+00:00
1908117S14124,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,53,1908-04-25 12:00:00.000040192+00:00,1908-05-02 00:00:00.000040192+00:00
1908119S05134,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,37,1908-04-27 12:00:00.000040192+00:00,1908-05-02 00:00:00.000040192+00:00
1908144N14116,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,76,1908-05-22 16:00:00.000026880+00:00,1908-05-30 04:00:00.000026880+00:00
1908146N21288,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,60,1908-05-24 12:00:00.000040192+00:00,1908-05-31 18:00:00.000040192+00:00
1908168N21089,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,50,1908-06-16 00:00:00.000040192+00:00,1908-06-22 03:00:00.000040192+00:00
1908171N15127,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1908-06-18 16:00:00.000026880+00:00,1908-06-22 04:00:00.000026880+00:00
1908207N28285,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,84,1908-07-24 12:00:00.000040192+00:00,1908-08-03 18:00:00.000040192+00:00
1908208N19123,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1908-07-25 16:00:00.000026880+00:00,1908-07-28 04:00:00.000026880+00:00
1908211N30266,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,48,1908-07-29 00:00:00.000040192+00:00,1908-08-03 18:00:00.000040192+00:00
1908214N18120,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1908-07-31 16:00:00.000026880+00:00,1908-08-04 04:00:00.000026880+00:00
1908214N20086,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,10,1908-08-01 00:00:00.000040192+00:00,1908-08-02 03:00:00.000040192+00:00
1908214S30142,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,29,1908-07-31 12:00:00.000040192+00:00,1908-08-04 00:00:00.000040192+00:00
1908217N21128,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1908-08-03 16:00:00.000026880+00:00,1908-08-06 04:00:00.000026880+00:00
1908220N21088,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,10,1908-08-07 00:00:00.000040192+00:00,1908-08-08 03:00:00.000040192+00:00
1908229N20124,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1908-08-15 16:00:00.000026880+00:00,1908-08-19 04:00:00.000026880+00:00
1908232N14127,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,61,1908-08-19 04:00:00.000026880+00:00,1908-08-25 04:00:00.000026880+00:00
1908241N19087,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,66,1908-08-28 00:00:00.000040192+00:00,1908-09-05 03:00:00.000040192+00:00
1908244N33288,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,28,1908-08-30 12:00:00.000040192+00:00,1908-09-02 18:00:00.000040192+00:00
1908245N23136,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1908-08-31 16:00:00.000026880+00:00,1908-09-03 04:00:00.000026880+00:00
1908251N20139,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,46,1908-09-06 16:00:00.000026880+00:00,1908-09-11 04:00:00.000026880+00:00
1908252N15308,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,99,1908-09-07 12:00:00.000040192+00:00,1908-09-19 18:00:00.000040192+00:00
1908261N25270,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,19,1908-09-16 12:00:00.000040192+00:00,1908-09-18 18:00:00.000040192+00:00
1908262N15126,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1908-09-17 16:00:00.000026880+00:00,1908-09-21 04:00:00.000026880+00:00
1908266N10132,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,56,1908-09-21 16:00:00.000026880+00:00,1908-09-27 04:00:00.000026880+00:00
1908266N13314,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,131,1908-09-21 12:00:00.000040192+00:00,1908-10-07 18:00:00.000040192+00:00
1908268N17085,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1908-09-24 00:00:00.000040192+00:00,1908-09-27 03:00:00.000040192+00:00
1908278N13129,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1908-10-03 16:00:00.000026880+00:00,1908-10-07 04:00:00.000026880+00:00
1908282N14129,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1908-10-07 16:00:00.000026880+00:00,1908-10-11 04:00:00.000026880+00:00
1908285N13129,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,46,1908-10-10 16:00:00.000026880+00:00,1908-10-15 04:00:00.000026880+00:00
1908287N18150,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,46,1908-10-12 16:00:00.000026880+00:00,1908-10-17 04:00:00.000026880+00:00
1908289N12282,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,39,1908-10-14 12:00:00.000040192+00:00,1908-10-19 06:00:00.000040192+00:00
1908294N35288,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,35,1908-10-19 12:00:00.000040192+00:00,1908-10-23 18:00:00.000040192+00:00
1908299N10074,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,34,1908-10-25 00:00:00.000040192+00:00,1908-10-29 03:00:00.000040192+00:00
1908306N10084,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,18,1908-11-01 00:00:00.000040192+00:00,1908-11-03 03:00:00.000040192+00:00
1908314N14093,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,18,1908-11-09 00:00:00.000040192+00:00,1908-11-11 03:00:00.000040192+00:00
1908318N10128,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,56,1908-11-12 16:00:00.000026880+00:00,1908-11-18 04:00:00.000026880+00:00
1908324N13136,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,56,1908-11-18 16:00:00.000026880+00:00,1908-11-24 04:00:00.000026880+00:00
1908338N06142,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,76,1908-12-02 16:00:00.000026880+00:00,1908-12-10 04:00:00.000026880+00:00
1908342S12122,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,61,1908-12-06 12:00:00.000040192+00:00,1908-12-14 00:00:00.000040192+00:00
1908365N08083,UNNAMED,1908.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1908-12-30 00:00:00.000040192+00:00,1909-01-02 03:00:00.000040192+00:00
1909001S17069,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,33,1909-01-01 06:00:00.000040192+00:00,1909-01-05 06:00:00.000040192+00:00
1909001S18069,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,17,1909-01-01 06:00:00.000040192+00:00,1909-01-03 06:00:00.000040192+00:00
1909009S18069,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,17,1909-01-09 00:00:00.000040192+00:00,1909-01-11 00:00:00.000040192+00:00
1909011S13112,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,33,1909-01-11 06:00:00.000040192+00:00,1909-01-15 06:00:00.000040192+00:00
1909017S18111,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,45,1909-01-16 12:00:00.000040192+00:00,1909-01-22 00:00:00.000040192+00:00
1909030S14153,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,51,1909-01-29 23:00:00.000053760+00:00,1909-02-03 23:00:00.000053760+00:00
1909033S14140,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,45,1909-02-01 12:00:00.000040192+00:00,1909-02-07 00:00:00.000040192+00:00
1909060S13056,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,49,1909-03-01 06:00:00.000040192+00:00,1909-03-07 06:00:00.000040192+00:00
1909068S13056,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1909-03-09 00:00:00.000040192+00:00,1909-03-14 00:00:00.000040192+00:00
1909069S14058,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,57,1909-03-10 00:00:00.000040192+00:00,1909-03-17 00:00:00.000040192+00:00
1909069S15060,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,49,1909-03-10 00:00:00.000040192+00:00,1909-03-16 00:00:00.000040192+00:00
1909069S20065,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,25,1909-03-10 00:00:00.000040192+00:00,1909-03-13 00:00:00.000040192+00:00
1909070S11062,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,25,1909-03-11 00:00:00.000040192+00:00,1909-03-14 00:00:00.000040192+00:00
1909070S11140,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,37,1909-03-10 12:00:00.000040192+00:00,1909-03-15 00:00:00.000040192+00:00
1909070S14060,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,65,1909-03-11 06:00:00.000040192+00:00,1909-03-19 06:00:00.000040192+00:00
1909070S14420,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,61,1909-03-10 18:00:00.000040192+00:00,1909-03-18 06:00:00.000040192+00:00
1909070S20065,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1909-03-11 06:00:00.000040192+00:00,1909-03-16 06:00:00.000040192+00:00
1909071S16060,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,43,1909-03-12 00:00:00.000040192+00:00,1909-03-17 06:00:00.000040192+00:00
1909072S15056,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,59,1909-03-13 00:00:00.000040192+00:00,1909-03-20 06:00:00.000040192+00:00
1909080S10062,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1909-03-21 06:00:00.000040192+00:00,1909-03-26 06:00:00.000040192+00:00
1909091S17115,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,25,1909-04-01 06:00:00.000040192+00:00,1909-04-04 06:00:00.000040192+00:00
1909095S19114,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,21,1909-04-04 12:00:00.000040192+00:00,1909-04-07 00:00:00.000040192+00:00
1909123N09084,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,10,1909-05-03 00:00:00.000040192+00:00,1909-05-04 03:00:00.000040192+00:00
1909132N14090,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,18,1909-05-12 00:00:00.000040192+00:00,1909-05-14 03:00:00.000040192+00:00
1909148N15116,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1909-05-27 16:00:00.000026880+00:00,1909-05-31 04:00:00.000026880+00:00
1909160S32154,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,21,1909-06-08 12:00:00.000040192+00:00,1909-06-11 00:00:00.000040192+00:00
1909166N11278,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,39,1909-06-15 00:00:00.000040192+00:00,1909-06-19 18:00:00.000040192+00:00
1909172N19115,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1909-06-20 16:00:00.000026880+00:00,1909-06-24 04:00:00.000026880+00:00
1909177N25276,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,42,1909-06-25 12:00:00.000040192+00:00,1909-06-30 12:00:00.000040192+00:00
1909178N21288,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,69,1909-06-26 12:00:00.000040192+00:00,1909-07-04 18:00:00.000040192+00:00
1909191N18114,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1909-07-09 16:00:00.000026880+00:00,1909-07-12 04:00:00.000026880+00:00
1909194N19126,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1909-07-12 16:00:00.000026880+00:00,1909-07-16 04:00:00.000026880+00:00
1909195N12300,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,74,1909-07-13 12:00:00.000040192+00:00,1909-07-22 12:00:00.000040192+00:00
1909200N16117,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1909-07-18 16:00:00.000026880+00:00,1909-07-21 04:00:00.000026880+00:00
1909204N18117,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,16,1909-07-22 16:00:00.000026880+00:00,1909-07-24 04:00:00.000026880+00:00
1909209N16117,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1909-07-27 16:00:00.000026880+00:00,1909-07-31 04:00:00.000026880+00:00
1909212N21089,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,18,1909-07-31 00:00:00.000040192+00:00,1909-08-02 03:00:00.000040192+00:00
1909215N27133,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,126,1909-08-02 16:00:00.000026880+00:00,1909-08-15 04:00:00.000026880+00:00
1909216N26147,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,16,1909-08-03 16:00:00.000026880+00:00,1909-08-05 04:00:00.000026880+00:00
1909218N17281,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,39,1909-08-06 00:00:00.000040192+00:00,1909-08-10 18:00:00.000040192+00:00
1909232N15305,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,67,1909-08-20 06:00:00.000040192+00:00,1909-08-28 12:00:00.000040192+00:00
1909234N23274,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,27,1909-08-22 00:00:00.000040192+00:00,1909-08-25 06:00:00.000040192+00:00
1909240N24287,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,31,1909-08-28 00:00:00.000040192+00:00,1909-08-31 18:00:00.000040192+00:00
1909245N15084,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,58,1909-09-02 00:00:00.000040192+00:00,1909-09-09 03:00:00.000040192+00:00
1909250N17119,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1909-09-06 16:00:00.000026880+00:00,1909-09-10 04:00:00.000026880+00:00
1909253N24138,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,56,1909-09-09 16:00:00.000026880+00:00,1909-09-15 04:00:00.000026880+00:00
1909257N14114,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,16,1909-09-13 16:00:00.000026880+00:00,1909-09-15 04:00:00.000026880+00:00
1909257N18289,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,69,1909-09-13 12:00:00.000040192+00:00,1909-09-22 00:00:00.000040192+00:00
1909260N22135,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1909-09-16 16:00:00.000026880+00:00,1909-09-19 04:00:00.000026880+00:00
1909262N18120,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1909-09-18 16:00:00.000026880+00:00,1909-09-22 04:00:00.000026880+00:00
1909264N21088,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,10,1909-09-21 00:00:00.000040192+00:00,1909-09-22 03:00:00.000040192+00:00
1909267N22277,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1909-09-24 00:00:00.000040192+00:00,1909-09-29 00:00:00.000040192+00:00
1909274N16128,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,46,1909-09-30 16:00:00.000026880+00:00,1909-10-05 04:00:00.000026880+00:00
1909277N16127,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,51,1909-10-04 04:00:00.000026880+00:00,1909-10-09 04:00:00.000026880+00:00
1909280N11284,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,59,1909-10-06 12:00:00.000040192+00:00,1909-10-13 18:00:00.000040192+00:00
1909280N19135,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,6,1909-10-06 16:00:00.000026880+00:00,1909-10-07 04:00:00.000026880+00:00
1909288N14094,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1909-10-15 00:00:00.000040192+00:00,1909-10-18 03:00:00.000040192+00:00
1909290N14126,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1909-10-16 16:00:00.000026880+00:00,1909-10-20 04:00:00.000026880+00:00
1909293N11143,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,66,1909-10-19 16:00:00.000026880+00:00,1909-10-26 04:00:00.000026880+00:00
1909297N16094,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1909-10-24 00:00:00.000040192+00:00,1909-10-27 03:00:00.000040192+00:00
1909300N11130,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,56,1909-10-26 16:00:00.000026880+00:00,1909-11-01 04:00:00.000026880+00:00
1909309N09129,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,56,1909-11-04 16:00:00.000026880+00:00,1909-11-10 04:00:00.000026880+00:00
1909313N11279,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,51,1909-11-08 12:00:00.000040192+00:00,1909-11-14 18:00:00.000040192+00:00
1909318N12134,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,86,1909-11-13 16:00:00.000026880+00:00,1909-11-22 04:00:00.000026880+00:00
1909336N12085,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,34,1909-12-02 00:00:00.000040192+00:00,1909-12-06 03:00:00.000040192+00:00
1909350N09115,UNNAMED,1909.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,16,1909-12-15 16:00:00.000026880+00:00,1909-12-17 04:00:00.000026880+00:00
1910010S16065,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,25,1910-01-10 00:00:00.000040192+00:00,1910-01-13 00:00:00.000040192+00:00
1910011S10048,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,99,1910-01-11 00:00:00.000040192+00:00,1910-01-23 06:00:00.000040192+00:00
1910011S16065,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,25,1910-01-11 06:00:00.000040192+00:00,1910-01-14 06:00:00.000040192+00:00
1910011S16066,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,49,1910-01-11 06:00:00.000040192+00:00,1910-01-17 06:00:00.000040192+00:00
1910020S20136,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,13,1910-01-19 12:00:00.000040192+00:00,1910-01-21 00:00:00.000040192+00:00
1910025S13148,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,58,1910-01-24 23:00:00.000053760+00:00,1910-01-30 23:00:00.000053760+00:00
1910027S13148,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,61,1910-01-26 23:00:00.000053760+00:00,1910-02-01 23:00:00.000053760+00:00
1910042S13069,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1910-02-11 06:00:00.000040192+00:00,1910-02-16 06:00:00.000040192+00:00
1910042S15068,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,25,1910-02-11 00:00:00.000040192+00:00,1910-02-14 00:00:00.000040192+00:00
1910042S19072,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,49,1910-02-11 06:00:00.000040192+00:00,1910-02-17 06:00:00.000040192+00:00
1910046S13069,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,29,1910-02-14 18:00:00.000040192+00:00,1910-02-18 06:00:00.000040192+00:00
1910062S16128,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,45,1910-03-02 12:00:00.000040192+00:00,1910-03-08 00:00:00.000040192+00:00
1910070S13047,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1910-03-11 00:00:00.000040192+00:00,1910-03-16 00:00:00.000040192+00:00
1910075N09133,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,66,1910-03-15 16:00:00.000026880+00:00,1910-03-22 04:00:00.000026880+00:00
1910080S12048,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,57,1910-03-21 06:00:00.000040192+00:00,1910-03-28 06:00:00.000040192+00:00
1910080S13047,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,41,1910-03-21 06:00:00.000040192+00:00,1910-03-26 06:00:00.000040192+00:00
1910103N12090,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1910-04-13 00:00:00.000040192+00:00,1910-04-16 03:00:00.000040192+00:00
1910128N17124,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,21,1910-05-08 09:00:00.000040192+00:00,1910-05-10 21:00:00.000040192+00:00
1910136N14134,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,36,1910-05-15 16:00:00.000026880+00:00,1910-05-19 04:00:00.000026880+00:00
1910136N18129,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,26,1910-05-15 16:00:00.000026880+00:00,1910-05-18 04:00:00.000026880+00:00
1910143N15114,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,51,1910-05-23 04:00:00.000026880+00:00,1910-05-28 04:00:00.000026880+00:00
1910173N13112,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,16,1910-06-21 16:00:00.000026880+00:00,1910-06-23 04:00:00.000026880+00:00
1910178N20121,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,31,1910-06-27 04:00:00.000026880+00:00,1910-06-30 04:00:00.000026880+00:00
1910182N20090,UNNAMED,1910.0,raw/ibtracs/IBTrACS.ALL.v04r01.nc,50,1910-07-01 00:00:00.000040192+00:00,1910-07-07 03:00:00.000040192+00:00
